Name	Length	Accession	GI
Mycobacterium szulgai 65 kDa heat	421	DQ494197.1	104303706
Mycobacterium kumamotonense strain HGM 145-12	401	KX077601.1	1036254231
Mycobacterium kansasii strain USFLJA0017 GroEL	401	GU362537.1	307148047
Mycobacterium kansasii strain USFLJA0016 GroEL	401	GU362536.1	307148045
Mycobacterium intracellulare strain USFLJA0015 GroEL	401	GU362535.1	307148043
Mycobacterium gordonae strain USFLJA0014 GroEL	401	GU362534.1	307148041
Mycobacterium gordonae strain USFLJA0013 GroEL	401	GU362533.1	307148039
Mycobacterium fortuitum strain USFLMI0012 GroEL	401	GU362532.1	307148037
Mycobacterium abscessus strain USFLJA0008 GroEL	401	GU362528.1	307148029
Mycobacterium abscessus strain USFLJA0007 GroEL	401	GU362527.1	307148027
Mycobacterium marinum strain USFLJA0006 GroEL	401	GU362526.1	307148025
Mycobacterium kansasii strain USFLJA0005 GroEL	401	GU362525.1	307148023
Mycobacterium intracellulare strain USFLJA0004 GroEL	401	GU362524.1	307148021
Mycobacterium intracellulare strain USFLJA0003 GroEL	401	GU362523.1	307148019
Mycobacterium avium strain USFLJA0002 GroEL	401	GU362522.1	307148017
Mycobacterium abscessus strain USFLJA0001 GroEL	401	GU362521.1	307148015
Mycobacterium simiae strain ATCC 25273	401	GU362520.1	307148013
Mycobacterium monacense strain L152Z&Z 65	441	KU361326.1	1003003269
Mycobacterium timonense strain NTMZ&Z1 65	407	KJ364654.1	612487420
Mycobacterium chelonae strain EPM 24990	401	KT779780.1	1000907971
Mycobacterium chelonae strain DMIP001 heat	401	KT779779.1	1000907969
Mycobacterium intracellulare 65 kDa heat	977	KR856202.1	968195190
Mycobacterium genavense hsp65 gene for	401	AB973498.1	704772095
Mycobacterium marinum isolate Sta11 heat	440	KR779935.1	939608945
Mycobacterium marinum isolate C27 heat	440	KR779934.1	939608943
Mycobacterium abscessus subsp. abscessus strain	442	KT185535.1	938485647
Mycobacterium abscessus subsp. abscessus strain	441	KT185534.1	938485645
Mycobacterium abscessus subsp. bolletii strain	444	KT185533.1	938485643
Mycobacterium abscessus subsp. abscessus strain	440	KT185532.1	938485641
Mycobacterium abscessus subsp. abscessus strain	443	KT185531.1	938485639
Mycobacterium abscessus subsp. abscessus strain	459	KT185530.1	938485637
Mycobacterium abscessus subsp. abscessus strain	442	KT185529.1	938485635
Mycobacterium abscessus subsp. bolletii strain	442	KT185528.1	938485633
Mycobacterium abscessus subsp. bolletii strain	444	KT185527.1	938485631
Mycobacterium abscessus subsp. abscessus strain	436	KT185526.1	938485629
Mycobacterium abscessus subsp. abscessus strain	445	KT185525.1	938485627
Mycobacterium abscessus subsp. abscessus strain	440	KT185524.1	938485625
Mycobacterium abscessus subsp. abscessus strain	442	KT185523.1	938485623
Mycobacterium abscessus subsp. abscessus strain	445	KT185522.1	938485621
Mycobacterium abscessus subsp. abscessus strain	439	KT185521.1	938485619
Mycobacterium abscessus subsp. bolletii strain	441	KT185520.1	938485617
Mycobacterium abscessus subsp. abscessus strain	434	KT185519.1	938485615
Mycobacterium abscessus subsp. abscessus strain	441	KT185518.1	938485613
Mycobacterium abscessus subsp. abscessus strain	431	KT185517.1	938485611
Mycobacterium abscessus subsp. bolletii strain	442	KT185516.1	938485609
Mycobacterium abscessus subsp. abscessus strain	441	KT185515.1	938485607
Mycobacterium haemophilum hsp65 gene for	628	LC012609.1	803378071
Mycobacterium celeriflavum strain AFPC000207 65kD	1475	KJ586615.1	612176471
Mycobacterium smegmatis strain ATCC 19420	603	KP017251.1	725611913
Mycobacterium chelonae strain ATCC 35752	603	KP017250.1	725611911
Mycobacterium marinum strain 14Df001 65	401	KM279677.1	703874604
Mycobacterium sp. 739 heat shock	429	KM186138.1	694173400
Mycobacterium canariasense heat shock protein	421	KJ720534.1	619728090
Mycobacterium sp. W1.10-68 65 kDa	405	KJ409442.1	611962925
Mycobacterium sp. B0.10-7 65 kDa	427	KJ409441.1	611962923
Mycobacterium kansasii strain CRPHF8839 65	401	KJ186613.1	605060291
Mycobacterium kansasii strain CRPHF8838 65	401	KJ186612.1	605060289
Mycobacterium kansasii strain CRPHF8837 65	401	KJ186611.1	605060287
Mycobacterium kansasii strain CRPHF2553 65	401	KJ186610.1	605060285
Mycobacterium kansasii strain CRPHF2552 65	401	KJ186609.1	605060283
Mycobacterium kansasii strain CRPHF10552 65	401	KJ186608.1	605060281
Mycobacterium kansasii strain CRPHF10548 65	401	KJ186607.1	605060279
Mycobacterium kansasii strain CRPHF10504 65	401	KJ186606.1	605060277
Mycobacterium kansasii strain CRPHF7485 65	401	KJ186605.1	605060275
Mycobacterium kansasii strain CRPHF6156 65	401	KJ186604.1	605060273
Mycobacterium kansasii strain CRPHF5858 65	401	KJ186603.1	605060271
Mycobacterium kansasii strain CRPHF4941 65	401	KJ186602.1	605060269
Mycobacterium kansasii strain CRPHF4340 65	401	KJ186601.1	605060267
Mycobacterium kansasii strain CRPHF3494 65	401	KJ186600.1	605060265
Mycobacterium kansasii strain CRPHF3043 65	401	KJ186599.1	605060263
Mycobacterium kansasii strain CRPHF2738 65	401	KJ186598.1	605060261
Mycobacterium kansasii strain CRPHF2730 65	401	KJ186597.1	605060259
Mycobacterium kansasii strain CRPHF2529 65	401	KJ186596.1	605060257
Mycobacterium kansasii strain CRPHF5031 65	401	KJ186595.1	605060255
Mycobacterium kansasii strain CRPHF7439 65	401	KJ186594.1	605060253
Mycobacterium kansasii strain CRPHF2325 65	401	KJ186593.1	605060251
Mycobacterium kansasii strain CRPHF3657 65	401	KJ186592.1	605060249
Mycobacterium kansasii strain CRPHF3656 65	401	KJ186591.1	605060247
Mycobacterium kansasii strain CRPHF9334 65	401	KJ186590.1	605060245
Mycobacterium kansasii strain CRPHF9333 65	401	KJ186589.1	605060243
Mycobacterium kansasii strain CRPHF4808 65	401	KJ186588.1	605060241
Mycobacterium kansasii strain CRPHF4404 65	401	KJ186587.1	605060239
Mycobacterium kansasii strain CRPHF9393 65	401	KJ186586.1	605060237
Mycobacterium kansasii strain CRPHF9392 65	401	KJ186585.1	605060235
Mycobacterium kansasii strain CRPHF8836 65	401	KJ186584.1	605060233
Mycobacterium kansasii strain CRPHF8835 65	401	KJ186583.1	605060231
Mycobacterium kansasii strain CRPHF5896 65	401	KJ186582.1	605060229
Mycobacterium kansasii strain CRPHF4815 65	401	KJ186581.1	605060227
Mycobacterium kansasii strain CRPHF2842 65	401	KJ186580.1	605060225
Mycobacterium sp. GY2 65 kDa	442	KJ131188.1	599087226
Mycobacterium sp. GY1 65 kDa	442	KJ131187.1	599087224
Mycobacterium parascrofulaceum strain 13108 heat	583	KF938688.1	587022718
Mycobacterium gadium strain Q12 heat	441	KF667481.1	559773488
Mycobacterium phocaicum strain Q11 heat	441	KF667480.1	559773486
Mycobacterium phocaicum strain Q10 heat	400	KF667479.1	559773484
Mycobacterium gordonae strain Q3 heat	441	KF667478.1	559773482
Uncultured Mycobacterium sp. clone SW4TS_OTU37	441	KC832289.1	523510107
Uncultured Mycobacterium sp. clone SW4TS_OTU25	441	KC832288.1	523510105
Uncultured Mycobacterium sp. clone SW4TS_OTU36	441	KC832287.1	523510103
Uncultured Mycobacterium sp. clone SW4TS_OTU22	441	KC832286.1	523510101
Uncultured Mycobacterium sp. clone SW4TS_OTU35	441	KC832285.1	523510099
Uncultured Mycobacterium sp. clone SW4TS_OTU11	441	KC832284.1	523510097
Uncultured Mycobacterium sp. clone SW4TS_OTU34	441	KC832283.1	523510095
Uncultured Mycobacterium sp. clone SW4D1S_OTU24	441	KC832282.1	523510093
Uncultured Mycobacterium sp. clone SW4D1S_OTU23	441	KC832281.1	523510091
Uncultured Mycobacterium sp. clone SW4D1S_OTU22	441	KC832280.1	523510089
Uncultured Mycobacterium sp. clone SW4D1S_OTU21	441	KC832279.1	523510087
Uncultured Mycobacterium sp. clone SW4D1S_OTU20	441	KC832278.1	523510085
Uncultured Mycobacterium sp. clone SW4D1S_OTU19	441	KC832277.1	523510083
Uncultured Mycobacterium sp. clone SW4D1S_OTU18	441	KC832276.1	523510081
Uncultured Mycobacterium sp. clone SW4D1S_OTU17	441	KC832275.1	523510079
Uncultured Mycobacterium sp. clone SW4D1S_OTU16	441	KC832274.1	523510077
Uncultured Mycobacterium sp. clone SW4D1S_OTU15	441	KC832273.1	523510075
Uncultured Mycobacterium sp. clone SW4D1S_OTU14	441	KC832272.1	523510073
Uncultured Mycobacterium sp. clone SW4D1S_OTU13	441	KC832271.1	523510071
Uncultured Mycobacterium sp. clone SW4D1S_OTU12	441	KC832270.1	523510069
Uncultured Mycobacterium sp. clone SW4D1S_OTU11	441	KC832269.1	523510067
Uncultured Mycobacterium sp. clone SW4D1S_OTU10	441	KC832268.1	523510065
Uncultured Mycobacterium sp. clone SW4D1S_OTU9	441	KC832267.1	523510063
Uncultured Mycobacterium sp. clone SW4D1S_OTU8	441	KC832266.1	523510061
Uncultured Mycobacterium sp. clone SW4D1S_OTU7	441	KC832265.1	523510059
Uncultured Mycobacterium sp. clone SW4D1S_OTU6	441	KC832264.1	523510057
Uncultured Mycobacterium sp. clone SW4D1S_OTU5	441	KC832263.1	523510055
Uncultured Mycobacterium sp. clone SW4D1S_OTU4	441	KC832262.1	523510053
Uncultured Mycobacterium sp. clone SW4D1S_OTU3	441	KC832261.1	523510051
Uncultured Mycobacterium sp. clone SW4D1S_OTU2	441	KC832260.1	523510049
Uncultured Mycobacterium sp. clone SW4D1S_OTU1	441	KC832259.1	523510047
Uncultured Mycobacterium sp. clone SW3D2S_OTU196	441	KC832258.1	523510045
Uncultured Mycobacterium sp. clone SW3D2S_OTU12	441	KC832257.1	523510043
Uncultured Mycobacterium sp. clone SW3D2S_OTU195	438	KC832256.1	523510041
Uncultured Mycobacterium sp. clone SW3D2S_OTU10	441	KC832255.1	523510039
Uncultured Mycobacterium sp. clone SW3D2S_OTU194	441	KC832254.1	523510037
Uncultured Mycobacterium sp. clone SW3D2S_OTU5	441	KC832253.1	523510035
Uncultured Mycobacterium sp. clone SW3D2S_OTU193	441	KC832252.1	523510033
Uncultured Mycobacterium sp. clone SW3D2S_OTU192	441	KC832251.1	523510031
Uncultured Mycobacterium sp. clone SW3D2S_OTU191	441	KC832250.1	523510029
Uncultured Mycobacterium sp. clone SW3D2S_OTU190	441	KC832249.1	523510027
Uncultured Mycobacterium sp. clone SW3D2S_OTU23	441	KC832248.1	523510025
Uncultured Mycobacterium sp. clone SW3D2S_OTU1	441	KC832247.1	523510023
Uncultured Mycobacterium sp. clone SW3D2S_OTU24	441	KC832246.1	523510021
Uncultured Mycobacterium sp. clone SW3D2S_OTU189	441	KC832245.1	523510019
Uncultured Mycobacterium sp. clone SW3D2S_OTU188	441	KC832244.1	523510017
Uncultured Mycobacterium sp. clone SW3D2S_OTU187	441	KC832243.1	523510015
Uncultured Mycobacterium sp. clone SW3D2S_OTU186	441	KC832242.1	523510013
Uncultured Mycobacterium sp. clone SW3D2S_OTU11	441	KC832241.1	523510011
Uncultured Mycobacterium sp. clone SW3D2S_OTU149	441	KC832240.1	523510009
Uncultured Mycobacterium sp. clone SW3D1S_OTU87	441	KC832239.1	523510007
Uncultured Mycobacterium sp. clone SW3D1S_OTU185	441	KC832238.1	523510005
Uncultured Mycobacterium sp. clone SW3D1S_OTU184	441	KC832237.1	523510003
Uncultured Mycobacterium sp. clone SW3D1S_OTU11	441	KC832236.1	523510001
Uncultured Mycobacterium sp. clone SW3D1S_OTU183	441	KC832235.1	523509999
Uncultured Mycobacterium sp. clone SW3D1S_OTU182	441	KC832234.1	523509997
Uncultured Mycobacterium sp. clone SW3D1S_OTU181	441	KC832233.1	523509995
Uncultured Mycobacterium sp. clone SW3D1S_OTU180	441	KC832232.1	523509993
Uncultured Mycobacterium sp. clone SW3D1S_OTU68	441	KC832231.1	523509991
Uncultured Mycobacterium sp. clone SW3D1S_OTU27	441	KC832230.1	523509989
Uncultured Mycobacterium sp. clone SW3D1S_OTU25	441	KC832229.1	523509987
Uncultured Mycobacterium sp. clone SW3D1S_OTU179	441	KC832228.1	523509985
Uncultured Mycobacterium sp. clone SW3D1S_OTU178	441	KC832227.1	523509983
Uncultured Mycobacterium sp. clone SW3D1S_OTU177	441	KC832226.1	523509981
Uncultured Mycobacterium sp. clone SW3D1S_OTU176	441	KC832225.1	523509979
Uncultured Mycobacterium sp. clone SW3D1S_OTU1	441	KC832224.1	523509977
Uncultured Mycobacterium sp. clone SW3D1S_OTU175	441	KC832223.1	523509975
Uncultured Mycobacterium sp. clone SW3D1S_OTU174	441	KC832222.1	523509973
Uncultured Mycobacterium sp. clone SW3D1S_OTU23	441	KC832221.1	523509971
Uncultured Mycobacterium sp. clone SW3D1S_OTU100	441	KC832220.1	523509969
Uncultured Mycobacterium sp. clone SW3D1S_OTU173	441	KC832219.1	523509967
Uncultured Mycobacterium sp. clone SW2TS_OTU172	441	KC832218.1	523509965
Uncultured Mycobacterium sp. clone SW2TS_OTU127	441	KC832217.1	523509963
Uncultured Mycobacterium sp. clone SW2TS_OTU171	441	KC832216.1	523509961
Uncultured Mycobacterium sp. clone SW2TS_OTU44	441	KC832215.1	523509959
Uncultured Mycobacterium sp. clone SW2D2S_OTU170	441	KC832214.1	523509957
Uncultured Mycobacterium sp. clone SW2D2S_OTU169	441	KC832213.1	523509955
Uncultured Mycobacterium sp. clone SW2D2S_OTU168	441	KC832212.1	523509953
Uncultured Mycobacterium sp. clone SW2D2S_OTU167	441	KC832211.1	523509951
Uncultured Mycobacterium sp. clone SW2D2S_OTU166	441	KC832210.1	523509949
Uncultured Mycobacterium sp. clone SW2D2S_OTU165	441	KC832209.1	523509947
Uncultured Mycobacterium sp. clone SW2D2S_OTU164	441	KC832208.1	523509945
Uncultured Mycobacterium sp. clone SW2D2S_OTU163	441	KC832207.1	523509943
Uncultured Mycobacterium sp. clone SW2D2S_OTU162	441	KC832206.1	523509941
Uncultured Mycobacterium sp. clone SW2D2S_OTU158	441	KC832205.1	523509939
Uncultured Mycobacterium sp. clone SW2D2S_OTU161	441	KC832204.1	523509937
Uncultured Mycobacterium sp. clone SW2D2S_OTU9	441	KC832203.1	523509935
Uncultured Mycobacterium sp. clone SW2D2S_OTU160	441	KC832202.1	523509933
Uncultured Mycobacterium sp. clone SW2D2S_OTU23	441	KC832201.1	523509931
Uncultured Mycobacterium sp. clone SW2D2S_OTU1	438	KC832200.1	523509929
Uncultured Mycobacterium sp. clone SW2D2S_OTU152	441	KC832199.1	523509927
Uncultured Mycobacterium sp. clone SW2D2S_OTU147	441	KC832198.1	523509925
Uncultured Mycobacterium sp. clone SW2D2S_OTU159	441	KC832197.1	523509923
Uncultured Mycobacterium sp. clone SW2D1W_OTU27	441	KC832196.1	523509921
Uncultured Mycobacterium sp. clone SW2D1W_OTU150	441	KC832195.1	523509919
Uncultured Mycobacterium sp. clone SW2D1W_OTU11	441	KC832194.1	523509917
Uncultured Mycobacterium sp. clone SW2D1W_OTU110	441	KC832193.1	523509915
Uncultured Mycobacterium sp. clone SW2D1W_OTU149	441	KC832192.1	523509913
Uncultured Mycobacterium sp. clone SW2D1W_OTU148	435	KC832191.1	523509911
Uncultured Mycobacterium sp. clone SW2D1W_OTU147	441	KC832190.1	523509909
Uncultured Mycobacterium sp. clone SW2D1S_OTU158	441	KC832189.1	523509907
Uncultured Mycobacterium sp. clone SW2D1S_OTU27	441	KC832188.1	523509905
Uncultured Mycobacterium sp. clone SW2D1S_OTU157	441	KC832187.1	523509903
Uncultured Mycobacterium sp. clone SW2D1S_OTU149	441	KC832186.1	523509901
Uncultured Mycobacterium sp. clone SW2D1S_OTU11	441	KC832185.1	523509899
Uncultured Mycobacterium sp. clone SW2D1S_OTU156	441	KC832184.1	523509897
Uncultured Mycobacterium sp. clone SW2D1S_OTU155	441	KC832183.1	523509895
Uncultured Mycobacterium sp. clone SW2D1S_OTU49	441	KC832181.1	523509891
Uncultured Mycobacterium sp. clone SW2D1S_OTU1	441	KC832180.1	523509889
Uncultured Mycobacterium sp. clone SW2D1S_OTU147	441	KC832178.1	523509886
Uncultured Mycobacterium sp. clone SW2D1S_OTU153	441	KC832177.1	523509884
Uncultured Mycobacterium sp. clone SW2D1S_OTU152	441	KC832176.1	523509882
Uncultured Mycobacterium sp. clone SW1D3W_OTU88	438	KC832175.1	523509880
Uncultured Mycobacterium sp. clone SW1D3W_OTU22	438	KC832174.1	523509878
Uncultured Mycobacterium sp. clone SW1D3W_OTU19	438	KC832173.1	523509876
Uncultured Mycobacterium sp. clone SW1D3W_OTU12	438	KC832172.1	523509874
Uncultured Mycobacterium sp. clone SW1D3W_OTU11	438	KC832171.1	523509872
Uncultured Mycobacterium sp. clone SW1D3W_OTU87	438	KC832170.1	523509870
Uncultured Mycobacterium sp. clone SW1D3W_OTU86	438	KC832169.1	523509868
Uncultured Mycobacterium sp. clone SW1D3W_OTU85	438	KC832168.1	523509866
Uncultured Mycobacterium sp. clone SW1D3S_OTU24	438	KC832167.1	523509864
Uncultured Mycobacterium sp. clone SW1D3S_OTU119	438	KC832166.1	523509862
Uncultured Mycobacterium sp. clone SW1D3S_OTU25	438	KC832165.1	523509860
Uncultured Mycobacterium sp. clone SW1D3S_OTU93	438	KC832164.1	523509858
Uncultured Mycobacterium sp. clone SW1D3S_OTU19	438	KC832163.1	523509856
Uncultured Mycobacterium sp. clone SW1D3S_OTU1	438	KC832162.1	523509854
Uncultured Mycobacterium sp. clone SW1D3S_OTU11	438	KC832161.1	523509852
Uncultured Mycobacterium sp. clone SW1D3S_OTU118	438	KC832160.1	523509850
Uncultured Mycobacterium sp. clone SW1D3S_OTU117	438	KC832159.1	523509848
Uncultured Mycobacterium sp. clone SW1D3S_OTU116	435	KC832158.1	523509846
Uncultured Mycobacterium sp. clone SW1D3S_OTU23	438	KC832157.1	523509844
Uncultured Mycobacterium sp. clone SW1D2W_OTU83	438	KC832155.1	523509841
Uncultured Mycobacterium sp. clone SW1D2W_OTU82	438	KC832154.1	523509839
Uncultured Mycobacterium sp. clone SW1D2W_OTU81	438	KC832153.1	523509837
Uncultured Mycobacterium sp. clone SW1D2W_OTU80	438	KC832152.1	523509835
Uncultured Mycobacterium sp. clone SW1D2W_OTU79	438	KC832151.1	523509833
Uncultured Mycobacterium sp. clone SW1D2W_OTU12	438	KC832150.1	523509831
Uncultured Mycobacterium sp. clone SW1D2W_OTU78	438	KC832149.1	523509829
Uncultured Mycobacterium sp. clone SW1D2W_OTU77	438	KC832148.1	523509827
Uncultured Mycobacterium sp. clone SW1D2W_OTU76	438	KC832147.1	523509825
Uncultured Mycobacterium sp. clone SW1D2W_OTU11	438	KC832146.1	523509823
Uncultured Mycobacterium sp. clone SW1D2W_OTU75	438	KC832145.1	523509821
Uncultured Mycobacterium sp. clone SW1D2W_OTU22	438	KC832144.1	523509819
Uncultured Mycobacterium sp. clone SW1D2W_OTU74	438	KC832143.1	523509817
Uncultured Mycobacterium sp. clone SW1D2W_OTU73	438	KC832142.1	523509815
Uncultured Mycobacterium sp. clone SW1D2W_OTU60	438	KC832141.1	523509813
Uncultured Mycobacterium sp. clone SW1D2S_OTU101	438	KC832140.1	523509811
Uncultured Mycobacterium sp. clone SW1D2S_OTU100	438	KC832139.1	523509809
Uncultured Mycobacterium sp. clone SW1D2S_OTU99	438	KC832138.1	523509807
Uncultured Mycobacterium sp. clone SW1D2S_OTU69	438	KC832137.1	523509805
Uncultured Mycobacterium sp. clone SW1D2S_OTU98	438	KC832136.1	523509803
Uncultured Mycobacterium sp. clone SW1D2S_OTU33	438	KC832135.1	523509801
Uncultured Mycobacterium sp. clone SW1D2S_OTU97	438	KC832134.1	523509799
Uncultured Mycobacterium sp. clone SW1D2S_OTU96	438	KC832133.1	523509797
Uncultured Mycobacterium sp. clone SW1D2S_OTU19	438	KC832132.1	523509795
Uncultured Mycobacterium sp. clone SW1D2S_OTU24	438	KC832131.1	523509793
Uncultured Mycobacterium sp. clone SW1D2S_OTU95	438	KC832130.1	523509791
Uncultured Mycobacterium sp. clone SW1D2S_OTU11	438	KC832129.1	523509789
Uncultured Mycobacterium sp. clone SW1D2S_OTU68	438	KC832128.1	523509787
Uncultured Mycobacterium sp. clone SW1D2S_OTu94	438	KC832127.1	523509785
Uncultured Mycobacterium sp. clone SW1D2S_OTU93	438	KC832126.1	523509783
Uncultured Mycobacterium sp. clone SW1D2S_OTU92	438	KC832125.1	523509781
Uncultured Mycobacterium sp. clone SW1D2S_OTU91	438	KC832124.1	523509779
Uncultured Mycobacterium sp. clone SW1D2S_OTU90	438	KC832123.1	523509777
Uncultured Mycobacterium sp. clone SW1D2S_OTU89	438	KC832122.1	523509775
Uncultured Mycobacterium sp. clone SW1D2S_OTU22	438	KC832121.1	523509773
Uncultured Mycobacterium sp. clone SW1D2S_OTU60	438	KC832120.1	523509771
Uncultured Mycobacterium sp. clone SW1D1W_OTU27	438	KC832119.1	523509769
Uncultured Mycobacterium sp. clone SW1D1W_OTU72	438	KC832118.1	523509767
Uncultured Mycobacterium sp. clone SW1D1W_OTU12	438	KC832117.1	523509765
Uncultured Mycobacterium sp. clone SW1D1W_OTU19	438	KC832116.1	523509763
Uncultured Mycobacterium sp. clone SW1D1W_OTU71	438	KC832115.1	523509761
Uncultured Mycobacterium sp. clone SW1D1W_OTU70	438	KC832114.1	523509759
Uncultured Mycobacterium sp. clone SW1D1W_OTU69	438	KC832113.1	523509757
Uncultured Mycobacterium sp. clone SW1D1W_OTU11	438	KC832112.1	523509755
Uncultured Mycobacterium sp. clone SW1D1W_OTU68	438	KC832111.1	523509753
Uncultured Mycobacterium sp. clone SW1D1W_OTU67	438	KC832110.1	523509751
Uncultured Mycobacterium sp. clone SW1D1W_OTU22	438	KC832109.1	523509749
Uncultured Mycobacterium sp. clone SW1D1W_OTU66	438	KC832108.1	523509747
Uncultured Mycobacterium sp. clone SW1D1W_OTU65	438	KC832107.1	523509745
Uncultured Mycobacterium sp. clone SW1D1W_OTU24	438	KC832106.1	523509743
Uncultured Mycobacterium sp. clone SW1D1W_OTU64	438	KC832105.1	523509741
Uncultured Mycobacterium sp. clone SW1D1W_OTU63	438	KC832104.1	523509739
Uncultured Mycobacterium sp. clone SW1D1W_OTU62	438	KC832103.1	523509737
Uncultured Mycobacterium sp. clone SW1D1W_OTU61	438	KC832102.1	523509735
Uncultured Mycobacterium sp. clone SW1D1W_OTU60	438	KC832101.1	523509733
Uncultured Mycobacterium sp. clone SW1D1W_OTU59	438	KC832100.1	523509731
Uncultured Mycobacterium sp. clone SW1D1W_OTU58	438	KC832099.1	523509729
Uncultured Mycobacterium sp. clone SW1D1W_OTU56	438	KC832098.1	523509727
Uncultured Mycobacterium sp. clone SW1D1W_OTU5	438	KC832097.1	523509725
Uncultured Mycobacterium sp. clone SW1D1W_OTU55	438	KC832096.1	523509723
Uncultured Mycobacterium sp. clone SW1D1W_OTU54	438	KC832095.1	523509721
Uncultured Mycobacterium sp. clone SW1D1W_OTU53	438	KC832094.1	523509719
Uncultured Mycobacterium sp. clone SW1D1S_OTU115	438	KC832093.1	523509717
Uncultured Mycobacterium sp. clone SW1D1S_OTU114	435	KC832092.1	523509715
Uncultured Mycobacterium sp. clone SW1D1S_OTU113	438	KC832091.1	523509713
Uncultured Mycobacterium sp. clone SW1D1S_OTU112	435	KC832090.1	523509711
Uncultured Mycobacterium sp. clone SW1D1S_OTU96	438	KC832089.1	523509709
Uncultured Mycobacterium sp. clone SW1D1S_OTU87	438	KC832087.1	523509706
Uncultured Mycobacterium sp. clone SW1D1S_OTU19	438	KC832086.1	523509704
Uncultured Mycobacterium sp. clone SW1D1S_OTU12	438	KC832085.1	523509702
Uncultured Mycobacterium sp. clone SW1D1S_OTU22	438	KC832084.1	523509700
Uncultured Mycobacterium sp. clone SW1D1S_OTU1	438	KC832083.1	523509698
Uncultured Mycobacterium sp. clone SW1D1S_OTU2	438	KC832082.1	523509696
Uncultured Mycobacterium sp. clone SW1D1S_OTU110	438	KC832081.1	523509694
Uncultured Mycobacterium sp. clone SW1D1S_OTU69	438	KC832080.1	523509692
Uncultured Mycobacterium sp. clone SW1D1S_OTU109	438	KC832079.1	523509690
Uncultured Mycobacterium sp. clone SW1D1S_OTU108	438	KC832078.1	523509688
Uncultured Mycobacterium sp. clone SW1D1S_OTU11	438	KC832077.1	523509686
Uncultured Mycobacterium sp. clone SW1D1S_OTU92	438	KC832076.1	523509684
Uncultured Mycobacterium sp. clone SW1D1S_OTU99	438	KC832075.1	523509682
Uncultured Mycobacterium sp. clone SW1D1S_OTU107	438	KC832074.1	523509680
Uncultured Mycobacterium sp. clone SW1D1S_OTU106	438	KC832073.1	523509678
Uncultured Mycobacterium sp. clone SW1D1S_OTU105	438	KC832072.1	523509676
Uncultured Mycobacterium sp. clone SW1D1S_OTU104	438	KC832071.1	523509674
Uncultured Mycobacterium sp. clone SW1D1S_OTU27	438	KC832070.1	523509672
Uncultured Mycobacterium sp. clone SW1D1S_OTU103	438	KC832069.1	523509670
Uncultured Mycobacterium sp. clone SW1D1S_OTU102	438	KC832068.1	523509668
Uncultured Mycobacterium sp. clone GW1TS_OTU146	441	KC832067.1	523509666
Uncultured Mycobacterium sp. clone GW1TS_OTU145	441	KC832066.1	523509664
Uncultured Mycobacterium sp. clone GW1TS_OTU11	441	KC832065.1	523509662
Uncultured Mycobacterium sp. clone GW1TS_OTU144	441	KC832064.1	523509660
Uncultured Mycobacterium sp. clone GW1TS_OTU143	441	KC832063.1	523509658
Uncultured Mycobacterium sp. clone GW1TS_OTU142	441	KC832062.1	523509656
Uncultured Mycobacterium sp. clone GW1TS_OTU141	441	KC832061.1	523509654
Uncultured Mycobacterium sp. clone GW1TS_OTU140	441	KC832060.1	523509652
Uncultured Mycobacterium sp. clone GW1D1S_OTU136	441	KC832059.1	523509650
Uncultured Mycobacterium sp. clone GW1D1S_OTU135	441	KC832058.1	523509648
Uncultured Mycobacterium sp. clone GW1D1S_OTU134	441	KC832057.1	523509646
Uncultured Mycobacterium sp. clone GW1D1S_OTU133	441	KC832056.1	523509644
Uncultured Mycobacterium sp. clone GW1D1S_OTU132	441	KC832055.1	523509642
Uncultured Mycobacterium sp. clone GW1D1S_OTU131	441	KC832054.1	523509640
Uncultured Mycobacterium sp. clone GW1D1S_OTU27	441	KC832053.1	523509638
Uncultured Mycobacterium sp. clone GW1D1S_OTU26	441	KC832052.1	523509636
Uncultured Mycobacterium sp. clone GW1D1S_OTU100	441	KC832051.1	523509634
Uncultured Mycobacterium sp. clone GW1D1S_OTU130	441	KC832050.1	523509632
Uncultured Mycobacterium sp. clone GW1D1S_OTU8	441	KC832049.1	523509630
Uncultured Mycobacterium sp. clone GW1D1S_OTU129	441	KC832048.1	523509628
Uncultured Mycobacterium sp. clone GW1D1S_OTU128	441	KC832047.1	523509626
Uncultured Mycobacterium sp. clone GW1D1S_OTU22	441	KC832046.1	523509624
Uncultured Mycobacterium sp. clone GW1D1S_OTU127	441	KC832045.1	523509622
Uncultured Mycobacterium sp. clone GW1D1S_OTU126	441	KC832044.1	523509620
Uncultured Mycobacterium sp. clone GW1D1S_OTU125	441	KC832043.1	523509618
Uncultured Mycobacterium sp. clone GW1D1S_OTU124	441	KC832042.1	523509616
Uncultured Mycobacterium sp. clone GW1D1S_OTU123	441	KC832041.1	523509614
Uncultured Mycobacterium sp. clone GW1D1S_OTU122	441	KC832040.1	523509612
Uncultured Mycobacterium sp. clone GW1D1S_OTU121	441	KC832039.1	523509610
Uncultured Mycobacterium sp. clone GW1D1S_OTU14	441	KC832038.1	523509608
Uncultured Mycobacterium sp. clone GW1D1S_OTU11	441	KC832037.1	523509606
Uncultured Mycobacterium sp. clone GW1D1S_OTU24	441	KC832036.1	523509604
