Name	Length	Accession	GI
Mycobacterium abscessus subsp. abscessus strain	725	KT185554.1	938485685
Mycobacterium abscessus subsp. abscessus strain	720	KT185553.1	938485683
Mycobacterium abscessus subsp. abscessus strain	725	KT185552.1	938485681
Mycobacterium abscessus subsp. abscessus strain	738	KT185551.1	938485679
Mycobacterium abscessus subsp. bolletii strain	720	KT185550.1	938485677
Mycobacterium abscessus subsp. bolletii strain	720	KT185549.1	938485675
Mycobacterium abscessus subsp. abscessus strain	729	KT185548.1	938485673
Mycobacterium abscessus subsp. abscessus strain	726	KT185547.1	938485671
Mycobacterium abscessus subsp. abscessus strain	695	KT185546.1	938485669
Mycobacterium abscessus subsp. abscessus strain	727	KT185545.1	938485667
Mycobacterium abscessus subsp. abscessus strain	727	KT185544.1	938485665
Mycobacterium abscessus subsp. abscessus strain	690	KT185543.1	938485663
Mycobacterium abscessus subsp. bolletii strain	753	KT185542.1	938485661
Mycobacterium abscessus subsp. abscessus strain	750	KT185541.1	938485659
Mycobacterium abscessus subsp. abscessus strain	724	KT185540.1	938485657
Mycobacterium abscessus subsp. abscessus strain	630	KT185539.1	938485655
Mycobacterium abscessus subsp. bolletii strain	720	KT185538.1	938485653
Mycobacterium abscessus subsp. abscessus strain	738	KT185537.1	938485651
UNVERIFIED: Mycobacterium chelonae strain Mchel-Lima1	719	KF471661.1	553062351
Mycobacterium tuberculosis strain POLMtbc.RMPmono.12331. RpoB	3519	KP744373.1	893678342
Mycobacterium tuberculosis strain POLMtbc.RMPmono. 2369/109	3519	KP744372.1	893678340
Mycobacterium tuberculosis strain POLMtbc.RMPmono.1288 RpoB	3519	KP744371.1	893678338
Mycobacterium tuberculosis strain POLMtbc.RMPmono.12764. rpoB	3519	KP744370.1	893678336
Mycobacterium tuberculosis strain POLMtbc.RMPmono.9765 RpoB	3519	KP744369.1	893678334
Mycobacterium intracellulare strain BS5 RNA	729	KP710216.1	856571562
Mycobacterium tuberculosis strain SHX669 DNA-directed	543	KJ410761.1	610664363
Mycobacterium tuberculosis strain SHX26 DNA-directed	543	KJ410760.1	610664361
Mycobacterium tuberculosis strain SHX125 DNA-directed	543	KJ410759.1	610664359
Mycobacterium tuberculosis strain LN373 DNA-directed	543	KJ410758.1	610664357
Mycobacterium shimoidei strain FI-01261 RNA	713	HM807416.1	315435587
Mycobacterium sp. 739 RNA polymerase	744	KM186139.1	694173402
Mycobacterium tuberculosis strain JSM170 DNA-directed	688	KJ683746.1	659112841
Mycobacterium tuberculosis strain JSM100 DNA-directed	688	KJ683745.1	659112839
Mycobacterium tuberculosis strain JSM98 DNA-directed	688	KJ683744.1	659112837
Mycobacterium tuberculosis strain JSM43 DNA-directed	688	KJ683743.1	659112835
Mycobacterium tuberculosis strain JSM31 DNA-directed	688	KJ683742.1	659112833
Mycobacterium tuberculosis strain JSM09 DNA-directed	688	KJ683741.1	659112831
Mycobacterium europaeum partial rpoB gene	725	LK021335.1	635574947
Mycobacterium canariasense RNA polymerase beta	725	KJ720535.1	619728092
Mycobacterium salmoniphilum strain AQ_Msal001/2010/1077 beta	728	KC342200.1	469615182
Mycobacterium europaeum partial rpoB gene	722	LK021336.1	635574949
Mycobacterium pallens strain czh-8 RNA	618	KJ409445.1	611962931
Mycobacterium sp. W1.10-68 RNA polymerase	723	KJ409444.1	611962929
Mycobacterium sp. B0.10-7 RNA polymerase	728	KJ409443.1	611962927
Mycobacterium tuberculosis strain POLMtbcMDR.3832 DNA-directed	3519	KJ095683.1	597502018
Mycobacterium llatzerense partial rpoB gene	667	HG810919.1	577861911
Mycobacterium yongonense strain FI-13004 DNA-directed	519	KF224998.1	545714265
Mycobacterium yongonense strain FI-13005 DNA-directed	518	KF224997.1	545714262
Mycobacterium celatum strain NCTC 12882	693	JN866834.1	374278693
Mycobacterium celatum rpoB gene for	3510	AB824285.1	511362848
Mycobacterium sp. MOTT-64 RNA polymerase	3447	JQ411537.1	381149695
Mycobacterium sp. MOTT-27 RNA polymerase	3450	JQ411536.1	381149693
Mycobacterium sp. MOTT-12 RNA polymerase	3450	JQ411535.1	381149691
Mycobacterium sp. MOTT-02 RNA polymerase	3447	JQ411534.1	381149689
Mycobacterium sp. MOTT-01 RNA polymerase	3450	JQ411533.1	381149687
Mycobacterium sp. S17r-36 RNA polymerase	761	KC960546.1	507847312
Mycobacterium peregrinum strain D_MCP4 RNA	566	KC669536.1	459376689
Mycobacterium mucogenicum strain D_MCM1 RNA	565	KC669535.1	459376687
Mycobacterium peregrinum strain D_MCP3 RNA	565	KC669534.1	459376685
Mycobacterium peregrinum strain D_MCP2 RNA	565	KC669533.1	459376683
Mycobacterium peregrinum strain D_MCP1 RNA	562	KC669532.1	459376681
Mycobacterium chelonae strain D_MCC2 RNA	561	KC669531.1	459376679
Mycobacterium chelonae strain D_MCC1 RNA	561	KC669530.1	459376677
Mycobacterium avium strain D_MCA1 DNA-directed	522	KC669529.1	459376675
Mycobacterium tuberculosis strain TB11-153 DNA-directed	3537	KC692349.1	478718543
Mycobacterium tuberculosis strain TB11-111 DNA-directed	3537	KC692348.1	478718541
Mycobacterium tuberculosis strain TB11-91 DNA-directed	3537	KC692347.1	478718539
Mycobacterium iranicum strain NLA001001296 RNA	731	JQ906698.1	395459729
Mycobacterium sp. MNT038 RNA polymerase	726	KC315798.1	468943839
Mycobacterium tuberculosis strain M33 RNA	500	JQ314444.1	381141463
Mycobacterium tuberculosis strain C8 RNA	775	JQ314443.1	381141461
Mycobacterium tuberculosis strain C7 RNA	793	JQ314442.1	381141459
Mycobacterium tuberculosis strain C120 RNA	794	JQ314441.1	381141457
Mycobacterium tuberculosis strain C135 RNA	792	JQ314440.1	381141455
Mycobacterium tuberculosis strain C150 RNA	790	JQ314439.1	381141453
Mycobacterium tuberculosis strain C254 RNA	793	JQ314438.1	381141451
Mycobacterium tuberculosis strain C163 RNA	756	JQ314437.1	381141449
Mycobacterium tuberculosis strain C27 RNA	789	JQ314436.1	381141447
Mycobacterium tuberculosis strain PCR57 RNA	761	JQ314435.1	381141445
Mycobacterium tuberculosis strain M09 RNA	762	JQ314434.1	381141443
Mycobacterium tuberculosis strain C83 RNA	766	JQ314433.1	381141441
Mycobacterium abscessus subsp. bolletii isolate	618	KC352794.1	451317003
Mycobacterium abscessus subsp. bolletii isolate	618	KC352793.1	451317001
Mycobacterium abscessus isolate P8 RNA	618	KC352792.1	451316999
Mycobacterium abscessus isolate P7 RNA	618	KC352791.1	451316997
Mycobacterium abscessus isolate P6 RNA	618	KC352790.1	451316995
Mycobacterium abscessus isolate P5 RNA	618	KC352789.1	451316993
Mycobacterium abscessus isolate P4 RNA	618	KC352788.1	451316991
Mycobacterium abscessus isolate P3.2 RNA	618	KC352787.1	451316989
Mycobacterium abscessus isolate P3.1 RNA	618	KC352786.1	451316987
Mycobacterium abscessus isolate P2.6 RNA	618	KC352785.1	451316985
Mycobacterium abscessus isolate P2.5 RNA	618	KC352784.1	451316983
Mycobacterium abscessus isolate P2.4 RNA	618	KC352783.1	451316981
Mycobacterium abscessus isolate P2.3 RNA	618	KC352782.1	451316979
Mycobacterium abscessus isolate P2.2 RNA	618	KC352781.1	451316977
Mycobacterium abscessus isolate P2.1 RNA	618	KC352780.1	451316975
Mycobacterium abscessus isolate P1 RNA	618	KC352779.1	451316973
Mycobacterium abscessus strain DSM44567 RNA	618	KC352778.1	451316971
Mycobacterium tuberculosis strain MTB007 DNA-directed	3537	JX303332.1	405113493
Mycobacterium tuberculosis strain MTB006 DNA-directed	3537	JX303331.1	405113491
Mycobacterium tuberculosis strain MTB005 DNA-directed	3537	JX303330.1	405113489
Mycobacterium tuberculosis strain MTB003 DNA-directed	3537	JX303329.1	405113487
Mycobacterium tuberculosis strain MTB001 DNA-directed	3537	JX303328.1	405113485
Mycobacterium tuberculosis strain 3290183 DNA-directed	3537	JX303327.1	405113483
Mycobacterium tuberculosis strain 3275126 DNA-directed	3537	JX303326.1	405113481
Mycobacterium tuberculosis strain 3264812 DNA-directed	3537	JX303325.1	405113479
Mycobacterium tuberculosis strain 3247469 DNA-directed	3537	JX303324.1	405113477
Mycobacterium tuberculosis strain 3174991 DNA-directed	3537	JX303323.1	405113475
Mycobacterium tuberculosis strain 3150565 DNA-directed	3537	JX303322.1	405113473
Mycobacterium tuberculosis strain 3100029 DNA-directed	3537	JX303321.1	405113471
Mycobacterium tuberculosis strain 3050732 DNA-directed	3537	JX303320.1	405113469
Mycobacterium tuberculosis strain 2997164 DNA-directed	3537	JX303319.1	405113467
Mycobacterium tuberculosis strain 2961678 DNA-directed	3537	JX303318.1	405113465
Mycobacterium tuberculosis strain 2937646 DNA-directed	3537	JX303317.1	405113463
Mycobacterium tuberculosis strain 2919984 DNA-directed	3537	JX303316.1	405113461
Mycobacterium tuberculosis strain 2875299 DNA-directed	3537	JX303315.1	405113459
Mycobacterium tuberculosis strain 14949 DNA-directed	3537	JX303314.1	405113457
Mycobacterium tuberculosis strain 14671 DNA-directed	3537	JX303313.1	405113455
Mycobacterium tuberculosis strain 14669 DNA-directed	3537	JX303312.1	405113453
Mycobacterium tuberculosis strain 14666 DNA-directed	3537	JX303311.1	405113451
Mycobacterium tuberculosis strain 14665 DNA-directed	3537	JX303310.1	405113449
Mycobacterium tuberculosis strain 14657 DNA-directed	3537	JX303309.1	405113447
Mycobacterium tuberculosis strain 14655 DNA-directed	3537	JX303308.1	405113445
Mycobacterium tuberculosis strain 14641 DNA-directed	3537	JX303307.1	405113443
Mycobacterium abscessus subsp. bolletii strain	686	JQ582622.1	399128024
Mycobacterium abscessus subsp. bolletii strain	686	JQ582621.1	399128022
Mycobacterium abscessus subsp. bolletii strain	686	JQ582620.1	399128020
Mycobacterium abscessus subsp. bolletii strain	686	JQ582619.1	399128018
Mycobacterium abscessus subsp. bolletii strain	686	JQ582618.1	399128016
Mycobacterium abscessus subsp. bolletii strain	686	JQ582617.1	399128014
Mycobacterium abscessus subsp. bolletii strain	686	JQ582616.1	399128012
Mycobacterium abscessus subsp. bolletii strain	686	JQ678815.1	399125335
Mycobacterium abscessus subsp. bolletii strain	686	JQ678814.1	399125333
Mycobacterium abscessus subsp. bolletii strain	686	JQ678813.1	399125331
Mycobacterium abscessus subsp. bolletii strain	686	JQ678812.1	399125329
Mycobacterium abscessus subsp. bolletii strain	686	JQ678811.1	399125327
Mycobacterium abscessus subsp. bolletii strain	686	JQ678810.1	399125325
Mycobacterium abscessus subsp. bolletii strain	686	JQ678809.1	399125323
Mycobacterium abscessus subsp. bolletii strain	686	JQ678808.1	399125321
Mycobacterium abscessus subsp. bolletii strain	686	JQ678807.1	399125319
Mycobacterium abscessus subsp. bolletii strain	686	JQ678806.1	399125317
Mycobacterium abscessus subsp. bolletii strain	686	JQ678805.1	399125315
Mycobacterium abscessus subsp. bolletii strain	686	JQ678804.1	399125313
Mycobacterium abscessus subsp. bolletii strain	686	JQ678803.1	399125311
Mycobacterium abscessus subsp. bolletii strain	686	JQ678802.1	399125309
Mycobacterium abscessus subsp. bolletii strain	686	JQ678801.1	399125307
Mycobacterium abscessus subsp. bolletii strain	686	JQ678800.1	399125305
Mycobacterium abscessus subsp. bolletii strain	686	JQ678799.1	399125303
Mycobacterium abscessus subsp. bolletii strain	686	JQ678798.1	399125301
Mycobacterium abscessus subsp. bolletii strain	686	JQ678797.1	399125299
Mycobacterium abscessus subsp. bolletii strain	686	JQ678796.1	399125297
Mycobacterium abscessus subsp. bolletii strain	686	JQ678795.1	399125295
Mycobacterium abscessus subsp. bolletii strain	686	JQ678794.1	399125293
Mycobacterium abscessus subsp. bolletii strain	686	JQ678793.1	399125291
Mycobacterium abscessus subsp. bolletii strain	686	JQ678792.1	399125289
Mycobacterium abscessus subsp. bolletii strain	686	JQ678791.1	399125287
Mycobacterium abscessus subsp. bolletii strain	686	JQ678790.1	399125285
Mycobacterium kyorinense strain HF1629 RNA	3489	JQ744020.1	388784868
Mycobacterium tuberculosis strain SC184 RNA	1606	JQ414019.1	385215210
Mycobacterium tuberculosis strain SC65 RNA	1606	JQ414018.1	385215208
Mycobacterium tuberculosis strain SC66 RNA	1606	JQ414017.1	385215206
Mycobacterium tuberculosis strain SC155 RNA	1606	JQ414016.1	385215204
Mycobacterium tuberculosis strain SC120 RNA	1606	JQ414015.1	385215202
Mycobacterium tuberculosis strain SC122 RNA	1606	JQ414014.1	385215200
Mycobacterium tuberculosis strain SC28 RNA	1606	JQ414013.1	385215198
Mycobacterium tuberculosis strain SC125 RNA	1606	JQ414012.1	385215196
Mycobacterium monacense strain M11 RNA	713	HM229793.1	299013526
Mycobacterium immunogenum strain F1112 RNA	651	DQ288264.1	82795298
Mycobacterium gastri strain ATCC 15754	729	JN986748.1	366985102
Mycobacterium chelonae strain PCH-038 RNA	723	JN400396.1	363990291
Mycobacterium abscessus strain PCH-045 RNA	662	JN400393.1	363990286
Mycobacterium abscessus strain PCH-017 RNA	725	JN400390.1	363990281
Mycobacterium conceptionense strain PCH-033 RNA	738	JN400399.1	363990276
Mycobacterium riyadhense strain 3413-20.02.07 RNA	700	JF896097.1	348167260
Mycobacterium riyadhense strain 5049-02.02.06 RNA	700	JF896096.1	348167258
Mycobacterium sp. 11-006596 DNA-directed RNA	723	JF804804.1	347811070
Mycobacterium flavescens strain ATCC 14474	739	JF712877.1	346427158
Mycobacterium peregrinum strain ATCC 14467	752	JF712876.1	346427156
Mycobacterium intermedium strain ATCC 51848	752	JF712874.1	346427152
Mycobacterium triviale strain ATCC 23290	752	JF712873.1	346427150
Mycobacterium senegalense strain ATCC 35796	750	JF706631.1	346230979
Mycobacterium terrae strain ATCC 15755	750	JF346876.1	343407460
Mycobacterium smegmatis strain ATCC 35797	752	JF346875.1	343407458
Mycobacterium gordonae strain ATCC 14470	743	JF346873.1	343407454
Mycobacterium celatum strain ATCC 51130	742	JF346871.1	343407450
Mycobacterium sp. 09-4604 RNA polymerase	710	JF327745.1	343131443
Mycobacterium sp. 10-5763 RNA polymerase	710	JF327744.1	343131441
Mycobacterium porcinum strain MF-3176 RNA	708	JN682049.1	350528729
Mycobacterium porcinum strain MF-2612 RNA	708	JN682048.1	350528727
Mycobacterium porcinum strain MF-3260 RNA	708	JN682047.1	350528725
Mycobacterium porcinum strain MF-205 RNA	708	JN682046.1	350528723
Mycobacterium porcinum strain ATCC BAA-328	708	JN682045.1	350528721
Mycobacterium porcinum strain ATCC 49939	708	JN682044.1	350528719
Mycobacterium porcinum strain MF-114 RNA	708	JN682043.1	350528717
Mycobacterium salmoniphilum strain NVI_6605 RNA	612	FJ616957.1	256014695
Mycobacterium salmoniphilum strain NVI_6599 RNA	612	FJ616956.1	256014693
Mycobacterium salmoniphilum strain NVI_6607 RNA	627	FJ616955.1	256014691
Mycobacterium salmoniphilum strain NVI_6604 RNA	576	FJ616954.1	256014689
Mycobacterium salmoniphilum strain NVI_6600 RNA	627	FJ616953.1	256014687
Mycobacterium salmoniphilum strain NVI_6606 RNA	627	FJ616952.1	256014685
Mycobacterium salmoniphilum strain NVI_6602 RNA	629	FJ616951.1	256014683
Mycobacterium salmoniphilum strain NVI_6598 RNA	628	FJ616950.1	256014681
Mycobacterium salmoniphilum strain NVI_6601 RNA	542	FJ616949.1	256014679
Mycobacterium salmoniphilum strain NVI_6603 RNA	646	FJ616948.1	256014677
Mycobacterium smegmatis DNA polymerase (rpoB)	3752	U24494.1	790347
Mycobacterium mucogenicum strain ATCC 49651	3917	AY147174.1	34391566
Mycobacterium mucogenicum strain ATCC 49649	3949	AY147171.1	34391560
Mycobacterium mucogenicum strain ATCC 49650T	3920	AY147170.1	34391558
Mycobacterium mageritense RpoB (rpoB) gene,	3855	AY147168.1	34391554
Mycobacterium peregrinum strain CIP 105382T	4016	AY147166.1	34391550
Mycobacterium abscessus strain CIP 104536T	4080	AY147164.1	34391546
Mycobacterium chelonae strain CIP 104535T	4162	AY147163.1	34391544
Mycobacterium llatzerense partial rpoB gene,	688	AM421395.1	148879062
Mycobacterium llatzerense partial rpoB gene,	657	AM421394.1	148879060
Mycobacterium llatzerense partial rpoB gene,	682	AM421393.1	148879058
Mycobacterium llatzerense partial rpoB gene,	683	AM421392.1	148879056
Mycobacterium llatzerense partial rpoB gene,	682	AM421391.1	148879054
Mycobacterium llatzerense partial rpoB gene,	665	AM421390.1	148879052
Mycobacterium llatzerense partial rpoB gene,	688	AM421389.1	148879050
Mycobacterium tuberculosis partial rpoB gene	525	FM172993.1	190714341
Mycobacterium tuberculosis partial rpoB gene	525	FM172992.1	190714339
Mycobacterium tuberculosis partial rpoB gene	525	FM172978.1	190714322
Mycobacterium tuberculosis partial rpoB gene	525	FM172977.1	190714320
Mycobacterium sp. MHSD12 partial rpoB	695	AM421404.1	148879080
Mycobacterium sp. MHSD11 partial rpoB	697	AM421403.1	148879078
Mycobacterium sp. MHSD6 partial rpoB	693	AM421402.1	148879076
Mycobacterium sp. MHSD5 partial rpoB	695	AM421401.1	148879074
Mycobacterium sp. MHSD4 partial rpoB	692	AM421400.1	148879072
Mycobacterium sp. MHSD3 partial rpoB	681	AM421399.1	148879070
Mycobacterium sp. MHSD2 partial rpoB	688	AM421398.1	148879068
Mycobacterium sp. MG20 partial rpoB	680	AM421397.1	148879066
Mycobacterium sp. MG19 partial rpoB	684	AM421396.1	148879064
Mycobacterium sp. MG11 partial rpoB	674	AM421388.1	148879048
Mycobacterium sp. MG9 partial rpoB	661	AM421387.1	148879046
Mycobacterium sp. MG8 partial rpoB	657	AM421386.1	148879044
Mycobacterium sp. MG7 partial rpoB	684	AM421385.1	148879042
Mycobacterium sp. MG6 partial rpoB	691	AM421384.1	148879040
Mycobacterium sp. MG5 partial rpoB	689	AM421383.1	148879038
Mycobacterium sp. MG4 partial rpoB	685	AM421382.1	148879036
Mycobacterium sp. MG3 partial rpoB	684	AM421381.1	148879034
Mycobacterium sp. MG2 partial rpoB	688	AM421380.1	148879032
Mycobacterium sp. MG1 partial rpoB	689	AM421379.1	148879030
Mycobacterium tuberculosis partial rpoB gene	639	AJ318821.1	22208418
Mycobacterium tuberculosis partial rpoB gene	610	AJ318819.1	22208414
Mycobacterium tuberculosis partial rpoB gene	610	AJ318818.1	22208412
Mycobacterium tuberculosis partial rpoB gene	618	AJ318817.1	22208410
Mycobacterium tuberculosis partial rpoB gene	637	AJ318816.1	22208408
Mycobacterium tuberculosis partial rpoB gene	618	AJ318815.1	22208406
Mycobacterium tuberculosis partial rpoB gene	633	AJ318814.1	22208404
Mycobacterium tuberculosis partial rpoB gene	616	AJ318813.1	22208402
Mycobacterium farcinogenes strain NTM 410	684	KY947149.1	1372026571
Mycobacterium kansasii strain NTM 330	675	KY947148.1	1372026569
Mycobacterium kansasii strain NTM 412	675	KY947147.1	1372026567
Mycobacterium kansasii strain NTM 383	675	KY947146.1	1372026565
Mycobacterium kansasii strain NTM 337	675	KY947145.1	1372026563
Mycobacterium kansasii strain NTM 349	661	KY947144.1	1372026561
Mycobacterium kansasii strain NTM 345	675	KY947143.1	1372026559
Mycobacterium kansasii strain NTM 323	675	KY947142.1	1372026557
Mycobacterium kansasii strain NTM 322	675	KY947141.1	1372026555
Mycobacterium kansasii strain NTM 310	661	KY947140.1	1372026553
Mycobacterium kansasii strain NTM 372	661	KY947139.1	1372026551
Mycobacterium abscessus strain NTM 369	675	KY947138.1	1372026549
Mycobacterium simiae strain NTM 328	665	KY947137.1	1372026547
Mycobacterium simiae strain NTM 327	684	KY947136.1	1372026545
Mycobacterium simiae strain NTM 324	684	KY947135.1	1372026543
Mycobacterium simiae strain NTM 421	684	KY947134.1	1372026541
Mycobacterium simiae strain NTM 397	684	KY947133.1	1372026539
Mycobacterium simiae strain NTM 392	675	KY947132.1	1372026537
Mycobacterium simiae strain NTM 389	675	KY947131.1	1372026535
Mycobacterium simiae strain NTM 386	684	KY947130.1	1372026533
Mycobacterium simiae strain NTM 394	684	KY947129.1	1372026531
Mycobacterium simiae strain NTM 351	684	KY947128.1	1372026529
Mycobacterium simiae strain NTM 350	684	KY947127.1	1372026527
Mycobacterium simiae strain NTM 346	684	KY947126.1	1372026525
Mycobacterium simiae strain NTM 347	684	KY947125.1	1372026523
Mycobacterium simiae strain NTM 300	684	KY947124.1	1372026521
Mycobacterium simiae strain NTM 319	684	KY947123.1	1372026519
Mycobacterium simiae strain NTM 314	684	KY947122.1	1372026517
Mycobacterium simiae strain NTM 342	684	KY947121.1	1372026515
Mycobacterium simiae strain NTM 343	684	KY947120.1	1372026513
Mycobacterium simiae strain NTM 341	684	KY947119.1	1372026511
Mycobacterium simiae strain NTM 339	684	KY947118.1	1372026509
Mycobacterium simiae strain NTM 335	684	KY947117.1	1372026507
Mycobacterium simiae strain NTM 315	684	KY947116.1	1372026505
Mycobacterium simiae strain NTM 307	684	KY947115.1	1372026503
Mycobacterium simiae strain NTM 306	677	KY947114.1	1372026501
Mycobacterium simiae strain NTM 302	684	KY947113.1	1372026499
Mycobacterium simiae strain NTM 418	684	KY947112.1	1372026497
Mycobacterium simiae strain NTM 416	684	KY947111.1	1372026495
Mycobacterium simiae strain NTM 415	684	KY947110.1	1372026493
Mycobacterium simiae strain NTM 413	684	KY947109.1	1372026491
Mycobacterium simiae strain NTM 373	684	KY947108.1	1372026489
Mycobacterium simiae strain NTM 381	684	KY947107.1	1372026487
Mycobacterium tuberculosis strain 166 RNA	918	MG490375.1	1343072410
Mycobacterium simiae strain NTM 374	675	KY660577.1	1339813375
Mycobacterium simiae strain NTM 375	675	KY660576.1	1339813373
Mycobacterium simiae strain NTM 370	675	KY660575.1	1339813371
Mycobacterium fortuitum strain NTM 332	693	KY660574.1	1339813369
Mycobacterium fortuitum strain NTM 331	693	KY660573.1	1339813367
Mycobacterium fortuitum strain NTM 325	693	KY660572.1	1339813365
Mycobacterium fortuitum strain NTM 401	673	KY660571.1	1339813363
Mycobacterium fortuitum strain NTM 399	693	KY660570.1	1339813361
Mycobacterium fortuitum strain NTM 388	673	KY660569.1	1339813359
Mycobacterium fortuitum strain NTM 354	693	KY660568.1	1339813357
Mycobacterium fortuitum strain NTM 352	693	KY660567.1	1339813355
Mycobacterium fortuitum strain NTM 303	693	KY660566.1	1339813353
Mycobacterium fortuitum strain NTM 316	693	KY660565.1	1339813351
Mycobacterium fortuitum strain NTM 321	693	KY660564.1	1339813349
Mycobacterium fortuitum strain NTM 333	693	KY660563.1	1339813347
Mycobacterium fortuitum strain NTM 326	693	KY660562.1	1339813345
Mycobacterium fortuitum strain NTM 308	693	KY660561.1	1339813343
Mycobacterium fortuitum strain NTM 382	684	KY660560.1	1339813341
Mycobacterium fortuitum strain NTM 380	684	KY660559.1	1339813339
Mycobacterium fortuitum strain NTM 360	684	KY660558.1	1339813337
Mycobacterium yongonense strain NTM 411	687	KY660557.1	1339813335
Mycobacterium yongonense strain NTM 361	684	KY660556.1	1339813333
Mycobacterium chimaera strain NTM 363	684	KY660555.1	1339813331
Mycobacterium yongonense strain NTM 419	687	KY660554.1	1339813329
Mycobacterium abscessus strain NTM 385	684	KY660553.1	1339813327
Mycobacterium abscessus strain NTM 358	684	KY660552.1	1339813325
Mycobacterium abscessus strain NTM 365	684	KY660551.1	1339813323
Mycobacterium senegalense strain NTM 366	693	KY660550.1	1339813321
Mycobacterium lentiflavum strain NTM 367	684	KY660549.1	1339813319
Mycobacterium simiae strain NTM 357	675	KY660548.1	1339813317
Mycobacterium simiae strain NTM 403	675	KY631906.1	1338184593
Mycobacterium simiae strain NTM 378	675	KY631905.1	1338184591
Mycobacterium simiae strain NTM 379	594	KY631904.1	1338184589
Mycobacterium simiae strain NTM 364	675	KY631903.1	1338184587
Mycobacterium simiae strain NTM 362	675	KY631902.1	1338184585
Mycobacterium simiae strain NTM 368	675	KY631901.1	1338184583
Mycobacterium kumamotonense strain NTM 317	716	KY631900.1	1338184581
Mycobacterium thermoresistibile strain NTM 420	690	KY631899.1	1338184579
Mycobacterium porcinum strain NTM 335	706	KY631898.1	1338184577
Mycobacterium porcinum strain NTM 334	691	KY631897.1	1338184575
Mycobacterium intracellulare strain NTM 329	689	KY631896.1	1338184573
Mycobacterium gordonae strain NTM 311	686	KY631895.1	1338184571
Mycobacterium gordonae strain NTM 301	686	KY631894.1	1338184569
Mycobacterium gordonae strain NTM 304	686	KY631893.1	1338184567
Mycobacterium elephantis strain NTM 398	675	KY631892.1	1338184565
Mycobacterium elephantis strain NTM 393	675	KY631891.1	1338184563
Mycobacterium elephantis strain NTM 391	675	KY631890.1	1338184561
Mycobacterium chelonae strain NTM 409	696	KY631889.1	1338184559
Mycobacterium abscessus strain NTM 402	705	KY631888.1	1338184557
Mycobacterium africanum strain NTM 384	684	KY631887.1	1338184555
UNVERIFIED: Mycobacterium tuberculosis strain RIF_19_A_4_76	1016	MG575033.1	1314676481
UNVERIFIED: Mycobacterium tuberculosis strain RIF_18_A_4_75	1008	MG575032.1	1314676480
UNVERIFIED: Mycobacterium tuberculosis strain RIF_17_A_4_74	1032	MG575031.1	1314676479
UNVERIFIED: Mycobacterium tuberculosis strain RIF_16_A_4_73	1018	MG575030.1	1314676478
UNVERIFIED: Mycobacterium tuberculosis strain RIF_15_A_4_72	1040	MG575029.1	1314676477
UNVERIFIED: Mycobacterium tuberculosis strain RIF_14_A_4_71	1036	MG575028.1	1314676476
UNVERIFIED: Mycobacterium tuberculosis strain RIF_13_A_4_70	1014	MG575027.1	1314676475
UNVERIFIED: Mycobacterium tuberculosis strain RIF_11_A_4_68	1013	MG575026.1	1314676474
UNVERIFIED: Mycobacterium tuberculosis strain RIF_10_A_4_67	932	MG575025.1	1314676473
UNVERIFIED: Mycobacterium tuberculosis strain RIF_8_A_4_65	1008	MG575024.1	1314676472
UNVERIFIED: Mycobacterium tuberculosis strain RIF_7_A_4_64	954	MG575023.1	1314676471
UNVERIFIED: Mycobacterium tuberculosis strain RIF_6_A_4_63	1012	MG575022.1	1314676470
UNVERIFIED: Mycobacterium tuberculosis strain RIF_5_A_4_62	893	MG575021.1	1314676469
UNVERIFIED: Mycobacterium tuberculosis strain RIF_3_A_4_60	1022	MG575020.1	1314676468
UNVERIFIED: Mycobacterium tuberculosis strain RIF_2_A_4_59	1013	MG575019.1	1314676467
UNVERIFIED: Mycobacterium tuberculosis strain RIF_1_A_4_58	1020	MG575018.1	1314676466
UNVERIFIED: Mycobacterium tuberculosis strain RIF_19_A_3_57	1033	MG575017.1	1314676465
UNVERIFIED: Mycobacterium tuberculosis strain RIF_14_A_3_52	942	MG575016.1	1314676464
UNVERIFIED: Mycobacterium tuberculosis strain RIF_11_A_3_49	1018	MG575015.1	1314676463
UNVERIFIED: Mycobacterium tuberculosis strain RIF_10_A_3_48	951	MG575014.1	1314676462
UNVERIFIED: Mycobacterium tuberculosis strain RIF_8_A_3_46	1013	MG575013.1	1314676461
UNVERIFIED: Mycobacterium tuberculosis strain RIF_7_A_3_45	1035	MG575012.1	1314676460
UNVERIFIED: Mycobacterium tuberculosis strain RIF_6_A_3_44	1016	MG575011.1	1314676459
UNVERIFIED: Mycobacterium tuberculosis strain RIF_5_A_3_43	897	MG575010.1	1314676458
UNVERIFIED: Mycobacterium tuberculosis strain RIF_3_A_3_41	1019	MG575009.1	1314676457
UNVERIFIED: Mycobacterium tuberculosis strain RIF_2_A_3_40	1012	MG575008.1	1314676456
UNVERIFIED: Mycobacterium tuberculosis strain RIF_1_A_3_39	1007	MG575007.1	1314676455
UNVERIFIED: Mycobacterium tuberculosis strain RIF_18_A_2_37	983	MG575006.1	1314676454
UNVERIFIED: Mycobacterium tuberculosis strain RIF_17_A_2_36	972	MG575005.1	1314676453
UNVERIFIED: Mycobacterium tuberculosis strain RIF_16_A_2_35	960	MG575004.1	1314676452
UNVERIFIED: Mycobacterium tuberculosis strain RIF_15_A_2_34	984	MG575003.1	1314676451
